Name,Description,Date,IntensityId,Length,CoachId,GenreIdList,SongIdList,SpotifyLink,WorkoutId,MaxTargets,LocationIdList,WorkoutType,MaxScore,MaxDodges,MaxKneeStrikes,MaxTriangles
"Game Time ""Fast Feet Elite""","Fast Feet and repeat with Coach Raneir in this first-ever Fast Feet Edition of Game Time. This playlist features hip hop, EDM and house to help you get your head in the game, athletes!",10/8/2021,3,22:29,27,"21, 22","1424, 1897, 234, 1896, 882, 1185",https://open.spotify.com/playlist/4BFe2tosjZKDmNNBnDdmUS?si=edcdc734acdc45f4,1338,2894,"77, 109, 25, 79, 11, 54",classic,1013,,,1448
"Glutacious ""Badum Bum""",Warm up that lower body with leg lifts to target your glutes and outer hips. Shake it with Coach Leanne to contemporary Latin Pop and Dance hits as we Celebrate Hispanic and Latinx Heritage Month.,10/11/2021,3,18:29,25,,"1518, 1883, 1895, 1884, 1440",https://open.spotify.com/playlist/0fjyhioJrZsGmYMyvEQRju?si=5554dbf5285540dc,1342,1776,"78, 73, 95, 81, 59",classic,571,,,719
"Moment @ Atacama Desert, Chile","Enjoy the solitude of this remote Chilean desert. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",10/11/2021,4,10:12,31,,1184,,1427,0,8,meditation,,,,0
"Meditation ""Little Things""",Appreciating the little things in life. We often spend time focusing on the big picture. It's the little things that matter. The little things are what allow us to identify every single moment of gratitude in every day.,10/10/2021,4,3:54,28,,,,1348,0,,meditation,,,,0
Quick Hits Just Dance,Leave your cares behind as you take on these fresh remixes of 1970s R&B and Disco classics in this two song set.,10/10/2021,3,7:22,25,"22, 23","1711, 1712",https://open.spotify.com/playlist/6S4OFhAgtt6u8or2rjoOKN?si=59e42ec8efc14288,1341,1003,"13, 117",classic,292,,,306
"Hair Brained ""I Wanna Rock!""","Power(Rock) through this all-out strut-fest, athlete. You'll have Nothin' But A Good Time with Coach Mark and a playlist tuned to your favorite 80s glam bands.",10/9/2021,1,22:01,33,20,"1661, 1418, 1266, 1565, 654, 1862",https://open.spotify.com/playlist/10U7UV93ILMFMo1ypa6Ggg?si=c0180e0e0f484732,1324,2020,"41, 127, 99, 86, 87, 44",classic,612,,,694
Quick Hits Shower Songs,"Lighters to the sky, athlete! Power through these 80s ballad hits with Coach Dwana in this short-form workout.",10/10/2021,1,9:39,32,"19, 20","1623, 663",https://open.spotify.com/playlist/7v9ufqEUmJgj1dkdt6Y9xh?si=7e15052fc1f54683,1329,584,"43, 28",classic,214,,,325
Quick Hits Sweaty Flannel,Smash targets alongside Coach Mark at this all-out 90s Alt-Rock bash.,10/10/2021,2,11:24,33,20,"1462, 468",https://open.spotify.com/playlist/4O5yIAn8PYssllHi42NCyI?si=93bf2e3455504e4d,1339,1371,"72, 6",classic,352,,,258
"Hoedown Throwdown ""Stay A Little Longer""","Crush on those targets to these contemporary country love songs, athlete! Stay A Little Longer with Coach Mark and some sweet country serenades.",10/12/2021,2,16:30,33,25,"1473, 1927, 1926, 1925",https://open.spotify.com/playlist/0zX3u5ELArmhG475f1oIY3?si=00e32906ba7b4d5c,1365,2263,"80, 74, 44, 65",classic,596,,,479
"Joy ""Motown Gold""",Spirits are up with these 60s R&B favorites from the Motown Golden Age! Sing along with Coach Raneir to these uplifting and bright favorites.,10/13/2021,1,18:21,27,23,"529, 448, 507, 330, 1548, 447",https://open.spotify.com/playlist/7FaqZuO2W3iPjeGx8TIIaA?si=2fe7a5cfebb44898,1397,1410,"32, 87, 92, 116, 2, 50",classic,382,,,333
"Smooth Sailing ""Feelin’ Good, Feelin’ Fine""","Calm your waters with these easy, R&Breezy / Rock songs from the 1970s. Hop aboard with Coach Doc and sway your cares away to these laidback classics.",10/16/2021,2,22:00,28,23,"332, 1881, 450, 634, 1366, 1880",https://open.spotify.com/playlist/4A4PVctItuhV1ObFfd1dGc?si=95a43a78fcd14afe,1345,2369,"59, 73, 47, 33, 67, 101",classic,692,,,729
"Girl Power ""Diva House""",Big beats and bigger attitude in this 90s Dance House mix coupled with current hits borrowing from the sounds of the genre. Celebrate Girl Power with Coach Leanne as we put these female artists and producers front and center.,10/15/2021,1,23:20,25,22,"941, 1121, 590, 1600, 1489, 1589",https://open.spotify.com/playlist/477fxMfJXq7wEuppkASio8?si=58f632ebb63a4a9a,1347,1755,"82, 64, 17, 58, 89, 107",classic,590,,,797
"Meditation ""Overcome""","You are stronger than you know. No matter what may occur, what obstacles present themselves, you have the ability to persevere. Take this journey today with Coach Doc, in a guided meditation that reminds you of your supernatural ability to overcome anything you face.",10/17/2021,4,4:47,28,,,,1352,0,,meditation,,,,0
"Moment @ Vabbinfaru Island, Republic of Maldives","Create your sanctuary amongst the turquoise water and sugar-white sands of Vabbinfaru Island of the North Malé Atoll in the Republic of Maldives. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",10/18/2021,4,10:04,31,,469,,1480,0,59,meditation,,,,0
Quick Hits Superfreak,Burn up the dance floor with two 70s Funk/Disco fire starters.,10/17/2021,1,9:12,33,23,"1176, 602",https://open.spotify.com/playlist/0brltz2D8Tj635Nf6VS014?si=c8c77c1753f44336,1351,580,"28, 38",classic,203,,,289
Quick Hits Rapattack,"Bring the boss lady energy with these heavy-hitting, bar-spitting female rapstresses.",10/17/2021,3,6:17,28,21,"1205, 1208",https://open.spotify.com/playlist/7BRkjxMOHeU6otmnCzgA5g?si=a64503cd5913458d,1349,945,"55, 105",classic,239,,,168
Quick Hits Rap-ture,"Rise above the rest with two lyrical Pop Rap tracks for a mini workout that's easy on the ears, and energizing on the body.",10/17/2021,2,8:18,27,"19, 21","1761, 1763",https://open.spotify.com/playlist/735KRFE95qeERkYjxo37Ok?si=82e5b8ffb77a47ad,1350,974,"118, 41",classic,264,,,231
"Power ""Viva La Vida""","Feel expansive and like your strongest self with Coach Dwana, as you power through this anthemic feel-good Pop/Rock playlist.",10/18/2021,2,23:59,32,"19, 20","1920, 1922, 379, 1919, 1921",https://open.spotify.com/playlist/40lQqGJKDOoHK3oUuHxX60?si=cbd8247ab33645c7,1364,2842,"70, 94, 50, 27, 68",classic,759,,,635
"Summer ""Island Getaway""",Rake up those fall feels and sink back into that summer feeling! Join Coach Raneir for an easy breezy island getaway packed with soulful throwbacks.,10/20/2021,1,22:38,27,"19, 23, 104","1188, 1916, 901, 1761, 1155, 1777",https://open.spotify.com/playlist/2MIoqySVPJThB0hMlzNOOL?si=e1d21acad0254853,1357,1739,"92, 59, 106, 47, 101, 60",classic,535,,,623
"Pump, You Up 90s ""Hip Hop Heroes""",Celebrate the pave-makers and movement shakers of late 90s Hip Hop with our very own Coach Doc!,10/21/2021,2,23:10,28,21,"1089, 548, 336, 294, 1778, 1923",https://open.spotify.com/playlist/4Qf5BDYojQwg72gdQmnBA4?si=d9e8dac7de234100,1358,2841,"91, 51, 104, 111, 84, 20",classic,742,,,579
"Pop Till You Drop ""Wild Ones""",Get wild in this hyped up Dance Pop playlist in a high intensity package. Dance along with Coach Raneir backed by these early 2010s club hits.,10/19/2021,3,23:47,27,"19, 22","1261, 1898, 1723, 1614, 1899, 1900",https://open.spotify.com/playlist/6S7ALqkmRYIemUaKtKqmd1?si=c0926ec232ef4a0f,1346,3262,"71, 100, 90, 28, 76, 65",classic,865,,,708
"Break Stuff ""Stomp-Clap""",Stomp and smash your way through this total energy-driven modern Rock workout! Need a rockin' release? Coach Leanne has you covered!,10/22/2021,3,21:39,25,20,"626, 535, 1708, 1227, 1320, 1095",https://open.spotify.com/playlist/5sZt8l2RR4YkdLWqLM2Bkb?si=4b107542d86a4b08,1398,3227,"6, 136, 117, 11, 54, 72",classic,798,,,509
Halloworkit ,"Calling all witches, ghouls and goblins alike! Come shake your tail feather in this spooky mix of 80s hits.",10/31/2020,2,19:08,27,"19, 20","463, 724, 264, 896, 897",https://open.spotify.com/playlist/2ITSaq3rFNypiZVAd07uHN?si=z_9ZqNRxSVeGgQoNaNLqnA,602,2223,"54, 1, 60, 42, 26",classic,636,,,637
"Merry ""Debut""","This year, we're bringing the holiday cheer to you. This warm and cheerful mix of soul classics will bring you right back home, no matter how near or far.",12/25/2020,1,17:17,27,23,"1026, 1027, 1028, 1029, 1030",https://open.spotify.com/playlist/0g7NZ2DQF2Gk3fiWJIR0qn?si=trSvtryiQXyLTD6rW2bsBw,718,1130,"90, 28, 43, 13, 71",classic,362,,,455
Quick Hits Rock Hard,Dial up the 90s and early-2000s distortion with Coach Raneir in this short form workout.,10/24/2021,1,10:23,27,20,"524, 835",https://open.spotify.com/playlist/0XW3SuWKm6XcOl0nSkONX7?si=92202f25339f4b46,1375,896,"84, 79",classic,299,,,398
Quick Hits Hip Hop You Don't Stop,Turn up the 2000s Hip Pop jams with Coach Doc in this two track throwback treat.,10/24/2021,2,9:25,28,21,"1642, 1644",https://open.spotify.com/playlist/3pOgT3Kfsu41a2bUhz7OLm?si=c248ead307984e8b,1374,1028,"67, 74",classic,304,,,329
"Meditation ""Cycles""","Find beauty in the natural cycles of life. Birth, growth, decay, and all the imperfections between.",10/24/2021,4,5:12,28,,,,1372,0,,meditation,,,,0
Quick Hits Guilty Pleasures,"Ain't no shame in this epic 90s Jock Jams game! Join Coach Dwana for a quick, two song set.",10/24/2021,3,9:34,32,"21, 22","493, 1120",https://open.spotify.com/playlist/0uLjX7AG8VnIcLsPku5ZLH?si=0f58c3ee557a4ed2,1373,1356,"51, 56",classic,335,,,213
"The Drop ""Bass Meditation""","The flow is on and strong in this vibey, indietronica playlist. Tap in to gradual, meditative movement with Coach Leanne in this episode of The Drop.",10/25/2021,2,24:37:00,25,22,"1839, 1835, 1834, 1836, 1837, 1159",https://open.spotify.com/playlist/5MFKIqbpFPncbrxkmOYwJf?si=cb325818a23d4bff,1291,2752,"33, 112, 97, 116, 66, 100",classic,712,,,537
"Take The Stage ""Soul-ed Out""","The crowd is fired up and ready for you, athlete! Give the performance of a lifetime alongside Coach Mark to these live takes on Classic Soul/R&B heavy-hitters.",10/26/2021,3,18:19,33,23,"1937, 1938, 1939, 1940, 1941",https://open.spotify.com/playlist/7MgrfZt6hgcMFGEzf7bUHj?si=f994bbc9727640d9,1360,2422,"91, 34, 8, 107, 78",classic,618,,,447
"Break Stuff ""No Mercy""",Power punch your way through this high intensity slammer packed with complex EDM bangers.,10/26/2021,3,12:14,25,"21, 22","234, 1065, 574",https://open.spotify.com/playlist/2gREXReNDMLPVhhKkjoc99?si=350c1e3979e84334,1277,1063,"37, 38, 32",boxing,380,314,,1
"Broken Dreams Team ""Pop Punk Power""",Bout with the broken dreams team in this power-driven Pop Punk playlist with an angsty beat.,10/26/2021,2,13:01,25,20,"687, 1378, 1056",https://open.spotify.com/playlist/2rLTBy6XDRYN85APvQPGAl?si=9c8e142005894210,1279,802,"77, 86, 9",boxing,292,244,,1
"Pros Only ""Legend""",Become the legendary boxing champ in our highest intensity workout tuned to diabolically fast EDM.,10/26/2021,3,11:52,25,22,"1990, 1185, 1896",https://open.spotify.com/playlist/3lL3xYF3Rz1wrezwunJr2c?si=23ea58337c4646b7,1410,1361,"17, 40, 51",boxing,501,452,,1
The Drop “Ringside Rhythm”,Pop it and drop it to these Dance Pop tracks that carry infectious ringside rhythm.,10/26/2021,1,11:08,25,"19, 22","1851, 1509, 1044",https://open.spotify.com/playlist/3ruLrjLhmSDjxk16omcxet?si=000f82d53a8e4c9c,1300,463,"95, 101, 45",boxing,172,166,,1
"Retrofit ""Retro Party Jams""",Inspire your hits with 80s party jams that pack a pumped up punch!,10/26/2021,1,12:39,28,20,"761, 427, 482",https://open.spotify.com/playlist/16Mu4wwOu2rLRmPXDb9hrP?si=ed9b6c7293b44639,1299,570,"107, 66, 34",boxing,211,193,,1
"Rapattack ""Let It Pop""",Roughhouse with the rough riders in this high intensity Rap boxing workout.,10/26/2021,3,14:02,28,21,"346, 1111, 1166",https://open.spotify.com/playlist/2igBCUeAUcd65gQ9S8MKAI?si=54c1989e002a4228,1311,983,"61, 1, 35",boxing,404,515,,1
"Game Time ""Make It Look Easy""",Spar with Coach Doc to this punchy melodic Hip Hop playlist made to get you in the zone.,10/26/2021,2,11:18,28,"19, 21","99, 879, 870",https://open.spotify.com/playlist/6qx8VI5MnrraYtUarOHGqR?si=2087f7b7d05743f0,1354,729,"56, 82, 79",boxing,273,249,,1
Boxing: Basics ,Break out the boxing gloves! Learn the basics of a Supernatural Boxing workout with Coach Mark to a pumped up playlist perfect for your first round.,10/26/2021,1,19:26,33,21,"1130, 1904, 1905",https://open.spotify.com/playlist/69M9hiB5s3Z36dNfrWDrXr?si=5d845233df1f4da4,1353,405,"84, 34, 65",boxing,150,138,,1
"Break Up Shape Up ""Be Vulnerable""",Dance the blues away with Coach Raneir as your hype man. These Pop songstresses will have you positively moving and grooving in an achievable low intensity workout.,10/23/2021,1,20:30,27,19,"1315, 1543, 1509, 780, 1310, 1742",https://open.spotify.com/playlist/5K8r4cRmV38nmSpbctstmj?si=0bcc17226ca24532,1343,1443,"76, 127, 29, 18, 38, 32",classic,452,,,544
"Monster ""Keep Truckin’""","Keep on truckin' on with this playlist that moves from feel-good 70s Folk Rock into driving, heavier-hitting Classics. Buckle up for a good time with Coach Leanne, athlete!",10/27/2021,1,36:20:00,25,20,"699, 1942, 588, 313, 995, 851, 1256, 1781",https://open.spotify.com/playlist/5HHvC4hIrmvcs3flJ3D2vV?si=72128a1bbddf40d9,1297,3320,"69, 81, 44, 94, 41, 50, 55, 64",classic,883,,,729
"Rock The Ages ""Root 'N Roll""",Root 'N Roll alongside Coach Doc! Discover cross-decade Southern and Roots Rock-driven songs with a more acoustic sound in this eclectic playlist.,10/28/2021,2,24:38:00,28,20,"1024, 1048, 317, 1316, 311, 1608",https://open.spotify.com/playlist/1ZEixBS4np210ICxOOQoaF?si=39ee007df0474c95,1412,2837,"105, 70, 116, 74, 80, 97",classic,759,,,638
"Just Dance ""Hot-n-fun""",Party on with Coach Raneir to this all-out dance party with high energy and attitude! Get down to a playlist featuring 2010s and current Pop and Dance music.,10/29/2021,3,22:03,27,"19, 21","1482, 1036, 1153, 1796, 1313, 1160",https://open.spotify.com/playlist/0LMJ8dgiYBVQpcIeu2Yn0W?si=920539ae531049b2,1401,3291,"62, 46, 16, 18, 60, 79",classic,839,,,603
"Y2K Babyyy ""All The Right Moves""",Y2K Babyyyy is back with more 2000s favorites. Move In Your Own Way with Coach Dwana to upbeat Pop/Rock hits from the 00s.,10/30/2021,1,21:16,32,"19, 20","1527, 1944, 1098, 1096, 584, 1040",https://open.spotify.com/playlist/0qLL23petqzQpGvUhjtfh2?si=e634a5700bba4c62,1377,1527,"13, 27, 93, 118, 68, 87",classic,468,,,541
"Stretching ""Core Stretch""","Join Coach Mark for this stretch session focused on your core. Tune in to your breathing, activate the muscles of your mid-section, and release tension through your torso.",10/30/2021,5,7:13,33,,,,1363,0,,stretch,,,,1
Fun Size Halloworkit Molten Rock,"Trick-or-treat! Give it everything you've got, athlete! Unleash your inner beast with Coach Dwana to these spell-binding contemporary Rock songs in this fun size set.",10/31/2021,3,9:53,32,20,"1516, 1985",https://open.spotify.com/playlist/6m5q2Ip4RdIACGbyB0rHZk?si=04177e783099453b,1444,1350,"38, 52",classic,344,,,248
Fun Size Halloworkit Sweat Symphony,"Trick-or-treat! Give it everything you've got, athlete! Conduct your own spooky symphony alongside Maestro Mark in this short-form workout.",10/31/2021,1,7:04,33,24,"1358, 1359",https://open.spotify.com/playlist/5s0a9b4tW0ShrI5Iyloecv?si=a416f102df324708,1417,442,"11, 43",classic,141,,,176
Fun Size Halloworkit The Drop,"Trick-or-treat! Give it everything you've got, athlete! Have a fang-tastic time with Coach Raneir during this short and sweet EDM set.",10/31/2021,2,11:23,27,22,"1932, 1931",https://open.spotify.com/playlist/0WWwwqJVOBl7Mp7f83aYEj?si=376f5e03403b401f,1459,1168,"109, 42",classic,323,,,298
"Power ""Glory""",Conquer these powerful combos with Coach Doc to anthemic 2010s hits!,11/1/2021,1,13:02,28,20,"2001, 1683, 1708",https://open.spotify.com/playlist/4Xnnp5vmLFig4QTOlIFPI4?si=786b7be3c43f4da4,1458,601,"87, 41, 6",boxing,247,309,,1
"Breakout Role ""Sweeping Scores""",It's time for a date at the movies with Coach Doc! Experience stellar scores from magical movie moments like never before in this episode of Breakout Role.,11/1/2021,2,19:23,28,24,"1953, 1946, 1947, 824, 1948, 1949",https://open.spotify.com/playlist/07EHBatMfSOSVyd4wrf5DY?si=09deb913e07a4343,1381,1785,"50, 68, 40, 110, 84, 16",classic,561,,,681
Moment @ Arcadia,"Marvel at the sunset in the midst of the moody mountains of Arcadia. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",10/29/2021,4,10:04,31,,775,,1457,0,1,meditation,,,,0
"Pop Till You Drop ""Bang Bang""","Knock it out with Coach Leanne, tuned to this Pop playlist with all the right hooks!",11/2/2021,2,13:23,25,19,"1734, 1719, 1153",https://open.spotify.com/playlist/6iUuH8uQrXCYW2VN8tlEbU?si=acf14ad0f3d04b90,1220,997,"27, 17, 56",boxing,401,512,,1
"Monster ""Club Frost""",Warm it up with Coach Leanne to contemporary Electronic House hits. Cool it down with the icy environments and epic views in this longer-form set.,11/2/2021,3,27:54:00,25,22,"1244, 1979, 613, 1403, 1981, 611, 1980, 1186",https://open.spotify.com/playlist/6vLQqqYtGSAVamt24rmnDg?si=10a1b2625a014209,1382,5164,"115, 13, 117, 90, 38, 127, 71, 28",classic,1237,,,680
"Molten Rock ""Get Back Stare""",Let Coach Dwana show you the ropes with an AltRock playlist that packs a mean punch!,11/3/2021,3,15:21,32,20,"205, 1227, 1686",https://open.spotify.com/playlist/2oefTBerhdOwZQ0D4BlJ2V?si=a5685604ae6a48e8,1355,1356,"91, 104, 20",boxing,500,443,,1
"Girl Power ""Supernatural Sleepover""","You're invited to Coach Raneir's Supernatural Slumber Party, athlete! Stay up late swapping secrets and crushing on those targets to Pop and R&B from the early 2000s.",11/3/2021,1,23:05,27,"19, 23","1640, 1093, 1141, 1094, 1672, 1140",https://open.spotify.com/playlist/3oZNrFkLlSWi05c4xq2QRE?si=1ec182e249714b99,1411,1825,"81, 92, 47, 94, 66, 45",classic,598,,,778
Quick Hits Game Time,"It's Goin' Down, athlete! Join Coach Doc for this quick, two song set featuring 2000s Southern Rap favorites.",11/7/2021,2,9:56,28,21,"1336, 1337",https://open.spotify.com/playlist/1NBoyl2acmmadHfVfJcg1i,1416,1194,"17, 67",classic,389,,,502
Quick Hits Jazz It Up,"Suit up to swing, swing, swing with these two rip-roarin’ Swing Revival tracks from the 90s.",11/7/2021,3,8:21,28,23,"1771, 1773",https://open.spotify.com/playlist/0OOFXPMF80RXpPbgQsmtyd?si=1832142b0b424cf1,1378,1322,"75, 63",classic,338,,,247
